idstatefrom,idaction,idstateto,probability,reward
0,0,0,0.0501000000000015,999.9999999999942
0,0,1,0.1102000000000045,999.9999999999856
0,0,2,0.2159999999999973,1000.000000000024
0,0,3,0.2570999999999937,1000.0000000000362
0,0,4,0.2160999999999973,1000.0000000000242
0,0,5,0.1033000000000042,999.9999999999858
0,0,6,0.0384000000000009,999.999999999999
0,0,7,0.0075000000000001,999.9999999999987
0,0,8,0.001,999.9999999999998
0,0,9,0.0003,1000.0
0,1,0,0.0522000000000015,199.99999999999807
0,1,1,0.1088000000000043,199.99999999999568
0,1,2,0.2061999999999979,200.00000000001012
0,1,3,0.2608999999999931,200.0000000000132
0,1,4,0.2119999999999974,200.00000000001063
0,1,5,0.1129000000000045,199.99999999999557
0,1,6,0.0370000000000008,199.99999999999977
0,1,7,0.0090000000000001,199.99999999999997
0,1,8,0.0009,199.99999999999997
0,1,9,0.0001,200.0
0,2,0,0.0488000000000014,159.99999999999858
0,2,1,0.1094000000000044,159.99999999999733
0,2,2,0.206799999999998,159.9999999999999
0,2,3,0.2653999999999928,160.0
0,2,4,0.2115999999999976,159.9999999999999
0,2,5,0.1147000000000047,159.99999999999716
0,2,6,0.0354000000000007,159.9999999999999
0,2,7,0.0072000000000001,159.99999999999986
0,2,8,0.0007,160.0
0,3,0,0.0467000000000013,119.99999999999932
0,3,1,0.1108000000000045,119.99999999999756
0,3,2,0.2149999999999972,120.00000000000568
0,3,3,0.2543999999999937,120.00000000000644
0,3,4,0.2114999999999975,120.0000000000055
0,3,5,0.1113000000000045,119.99999999999756
0,3,6,0.0396000000000009,119.99999999999989
0,3,7,0.0096000000000002,120.00000000000004
0,3,8,0.0011,119.99999999999989
0,4,0,0.0485000000000014,80.0
0,4,1,0.1017000000000041,79.99999999999913
0,4,2,0.2121999999999977,79.99999999999996
0,4,3,0.2607999999999935,80.0
0,4,4,0.2174999999999972,79.99999999999996
0,4,5,0.1156000000000049,79.99999999999878
0,4,6,0.0347000000000007,80.00000000000014
0,4,7,0.0078000000000001,80.00000000000009
0,4,8,0.001,80.00000000000011
0,4,9,0.0002,80.00000000000011
1,0,0,0.0004,999.0
1,0,1,0.0117000000000001,999.0000000000008
1,0,2,0.0532000000000013,998.9999999999884
1,0,3,0.1156000000000041,998.9999999999776
1,0,4,0.2108999999999965,999.0000000000156
1,0,5,0.2346999999999942,999.0000000000176
1,0,6,0.1933999999999981,999.000000000014
1,0,7,0.1162000000000041,998.9999999999776
1,0,8,0.0485000000000011,998.9999999999898
1,0,9,0.0128000000000001,999.000000000001
1,0,10,0.0022,998.9999999999998
1,0,11,0.0004,999.0
1,1,0,0.0063000000000001,199.0
1,1,1,0.047400000000001,198.99999999999855
1,1,2,0.1127000000000039,198.9999999999956
1,1,3,0.1848999999999988,199.00000000000423
1,1,4,0.2431999999999933,199.000000000008
1,1,5,0.2048999999999969,199.00000000000577
1,1,6,0.1277000000000042,198.99999999999588
1,1,7,0.0517000000000012,198.99999999999807
1,1,8,0.0165000000000002,199.0000000000008
1,1,9,0.0044,199.0000000000001
1,1,10,0.0003,199.0
1,2,0,0.004,159.00000000000009
1,2,1,0.044700000000001,158.99999999999858
1,2,2,0.1034000000000038,158.99999999999793
1,2,3,0.2061999999999974,159.00000000000196
1,2,4,0.2465999999999937,159.00000000000216
1,2,5,0.2060999999999974,159.00000000000196
1,2,6,0.1175000000000045,158.99999999999793
1,2,7,0.0518000000000014,158.9999999999984
1,2,8,0.0161000000000002,159.00000000000034
1,2,9,0.0029,159.00000000000006
1,2,10,0.0007,158.99999999999997
1,3,0,0.0035,119.0
1,3,1,0.0409000000000009,118.99999999999936
1,3,2,0.1117000000000042,118.99999999999756
1,3,3,0.1936999999999985,119.00000000000456
1,3,4,0.2504999999999934,119.00000000000686
1,3,5,0.2150999999999966,119.00000000000578
1,3,6,0.1224000000000047,118.99999999999756
1,3,7,0.0462000000000011,118.9999999999989
1,3,8,0.0124000000000002,119.00000000000024
1,3,9,0.0033,119.0
1,3,10,0.0002,118.99999999999989
1,3,11,0.0001,118.99999999999989
1,4,0,0.0008,79.0000000000001
1,4,1,0.0445000000000011,79.00000000000013
1,4,2,0.1095000000000043,79.00000000000011
1,4,3,0.2003999999999984,79.00000000000203
1,4,4,0.2553999999999935,79.00000000000212
1,4,5,0.2196999999999966,79.00000000000206
1,4,6,0.1141000000000046,79.00000000000011
1,4,7,0.042200000000001,79.00000000000013
